,concept_1,concept_2,colexification_count,age_acquisition_diff
2043,FIREWOOD,SWEEP,10,50.0
2044,FIREWOOD,TAX,1,138.0
2045,FIREWOOD,TEAR (SHRED),3,67.0
2046,FIREWOOD,TIN (METAL),2,45.0
2047,FIREWOOD,WAIST,1,6.0
2048,FIREWOOD,WOOD,138,62.0
2049,FIREWOOD,YEAR,1,62.0
2050,FISHERMAN,THIEF,1,33.0
2051,FLAME,HELL,3,53.0
2052,FLAME,LIGHTNING,2,70.0
2053,FLAME,RAIN (PRECIPITATION),1,50.0
2054,FLAME,SMOKE (EXHAUST),3,33.0
2055,FLAME,TOBACCO,1,105.0
2056,FLASH (VERB),LIGHTNING,4,17.0
2057,FLESH,FRUIT,1,192.0
2058,FLESH,HOLD,1,144.0
2059,FLESH,LAND,1,125.0
2060,FLESH,MIRROR,1,153.0
2061,FLESH,NEEDLE (FOR SEWING),1,147.0
2062,FLESH,PLACE (POSITION),1,142.0
2063,FLESH,POT,1,194.0
2064,FLESH,SHRIEK,1,5.0
2065,FLESH,SMOKE (EXHAUST),3,183.0
2066,FLESH,SMOKE (INHALE),2,183.0
2067,FLESH,SNAKE,1,122.0
2068,FLESH,SWIM,1,155.0
2069,FLESH,THIEF,1,89.0
2070,FLESH,THREAD,1,144.0
2071,FLESH,WEDDING,1,97.0
2072,FLESH,WEST,1,69.0
2073,FOREST,GARDEN,2,111.0
2074,FOREST,GRAPE,1,0.0
2075,FOREST,HEAD,1,116.0
2076,FOREST,HEART,1,16.0
2077,FOREST,HILL,1,41.0
2078,FOREST,HOLD,2,30.0
2079,FOREST,INSECT,1,14.0
2080,FOREST,ISLAND,1,8.0
2081,FOREST,LAND,2,11.0
2082,FOREST,LATCH,1,89.0
2083,FOREST,LIVER,2,56.0
2084,FOREST,MEDICINE,2,14.0
2085,FOREST,MOUNTAIN,10,14.0
2086,FOREST,MOUSE,1,55.0
2087,FOREST,MUD,1,58.0
2088,FOREST,NIGHT,1,75.0
2089,FOREST,PASTURE,4,89.0
2090,FOREST,PLAIN,1,64.0
2091,FOREST,POUND,1,11.0
2092,FOREST,PRIEST,1,114.0
2093,FOREST,REFUSE,1,97.0
2094,FOREST,SALT,1,64.0
2095,FOREST,SHIVER,1,11.0
2096,FOREST,SHOULDER,1,33.0
2097,FOREST,THROW,1,33.0
2098,FOREST,VILLAGE,3,20.0
2099,FOREST,VINE,1,128.0
2100,FOREST,WOOD,29,28.0
2101,FOREST,WORM,1,44.0
2102,FORK,FRUIT,1,6.0
2103,FORK,HOME,1,8.0
2104,FORK,JAW,1,136.0
2105,FORK,LAND (DESCEND),1,61.0
2106,FORK,NAIL (TOOL),1,47.0
2107,FORK,NOSE,1,19.0
2108,FORK,RAKE,3,111.0
2109,FORK,SPOON,6,39.0
2110,FORK,SWORD,1,117.0
2111,FORK,TEAR (OF EYE),1,39.0
2112,FOX,FROST,1,19.0
2113,FOX,ICE,2,22.0
2114,FOX,LION,1,39.0
2115,FOX,PIG,1,50.0
2116,FOX,RYE,1,217.0
2117,FOX,SONG,1,41.0
2118,FROG,GREEN,1,33.0
2119,FROG,HARVEST,1,64.0
2120,FROG,HOOF,1,48.0
2121,FROG,LATCH,1,128.0
2122,FROG,LOCK,2,70.0
2123,FROG,NOSE,1,52.0
2124,FROG,OX,1,71.0
2125,FROG,POST,2,48.0
2126,FROG,SUN,1,77.0
2127,FROG,THIEF,1,64.0
2128,FROG,UNCLE,1,66.0
2129,FROG,WATER,1,105.0
2130,FROST,GREEN,1,39.0
2131,FROST,GUESS,1,28.0
2132,FROST,ICE,13,3.0
2133,FROST,LOOK,3,39.0
2134,FROST,SALT,1,31.0
2135,FROST,SCRATCH,1,5.0
2136,FROST,SPIKE,1,89.0
2137,FRUIT,GRANDMOTHER,1,11.0
2138,FRUIT,HARVEST,6,103.0
2139,FRUIT,HEAD,3,38.0
2140,FRUIT,HEART,39,62.0
2141,FRUIT,HILL,1,37.0
2142,FRUIT,LAND (DESCEND),1,67.0
2143,FRUIT,LIE (MISLEAD),1,31.0
2144,FRUIT,LINE,1,56.0
2145,FRUIT,LIVER,1,134.0
2146,FRUIT,LOOK,1,6.0
2147,FRUIT,LOVE,3,84.0
2148,FRUIT,MOUNTAIN,2,64.0
2149,FRUIT,NIGHT,2,3.0
2150,FRUIT,NOSE,1,13.0
2151,FRUIT,PLACE (POSITION),1,50.0
2152,FRUIT,RAIN (PRECIPITATION),1,8.0
2153,FRUIT,ROPE,1,62.0
2154,FRUIT,SNAKE,1,70.0
2155,FRUIT,TEAR (SHRED),1,45.0
2156,FRUIT,TRY,1,10.0
2157,FRUIT,VILLAGE,1,98.0
2158,FRUIT,VOICE,1,56.0
2159,FRUIT,WASH,1,33.0
2160,GAME,PLAY,8,50.0
2161,GAME,SCHOOL,1,14.0
2162,GARDEN,GRAPE,4,111.0
2163,GARDEN,GRIEF,1,264.0
2164,GARDEN,GROUND,3,72.0
2165,GARDEN,HOLD,1,81.0
2166,GARDEN,LAND,2,100.0
2167,GARDEN,MALE,2,197.0
2168,GARDEN,MUD,1,53.0
2169,GARDEN,PART,2,128.0
2170,GARDEN,PIG,1,47.0
2171,GARDEN,PLACE (POSITION),1,83.0
2172,GARDEN,PLAIN,4,175.0
2173,GARDEN,RAIN (PRECIPITATION),1,25.0
2174,GARDEN,SCRATCH,1,83.0
2175,GARDEN,SHOULDER,1,78.0
2176,GARDEN,SNAKE,1,103.0
2177,GARDEN,STABLE,1,106.0
2178,GARDEN,SWEEP,1,95.0
2179,GARDEN,SWIM,1,70.0
2180,GARDEN,TOUCH,1,83.0
2181,GARDEN,VILLAGE,4,131.0
2182,GARDEN,WAIST,1,139.0
2183,GARDEN,YARD,10,122.0
2184,GARDEN,YEAR,1,83.0
2185,GIRL,POST,1,123.0
2186,GIRL,STRANGER,1,139.0
2187,GIRL,WOMAN,12,75.0
2188,GLOVE,RING,1,20.0
2189,GOVERNMENT,MINISTER,1,111.0
2190,GOVERNMENT,PRESIDENT,3,5.0
2191,GOVERNMENT,QUEEN,1,206.0
2192,GRANDFATHER,GRANDMOTHER,130,6.0
2193,GRANDFATHER,HEAD,1,33.0
2194,GRANDFATHER,MALE (OF PERSON),1,169.0
2195,GRANDFATHER,MIRROR,1,44.0
2196,GRANDFATHER,PRIEST,1,197.0
2197,GRANDFATHER,SALT,1,19.0
2198,GRANDFATHER,SPIRIT,1,175.0
2199,GRANDFATHER,SUN,1,33.0
2200,GRANDFATHER,UNCLE,5,22.0
2201,GRANDFATHER,WOOD,1,55.0
2202,GRANDMOTHER,HALF,1,59.0
2203,GRANDMOTHER,HIDE,1,48.0
2204,GRANDMOTHER,HORN (ANATOMY),1,100.0
2205,GRANDMOTHER,LOOK,1,17.0
2206,GRANDMOTHER,MOTHER,9,64.0
2207,GRANDMOTHER,NIGHT,1,14.0
2208,GRANDMOTHER,REED,1,161.0
2209,GRANDMOTHER,RETREAT,1,223.0
2210,GRANDMOTHER,SALT,1,25.0
2211,GRANDMOTHER,SHOULDER,1,56.0
2212,GRANDMOTHER,WOMAN,2,50.0
2213,GRAPE,HARVEST,1,25.0
2214,GRAPE,OIL (ORGANIC SUBSTANCE),1,6.0
2215,GRAPE,VINE,16,128.0
2216,GRAPE,WILLOW,1,89.0
2217,GRAPE,WINE,9,106.0
2218,GRAPE,WINTER,1,61.0
2219,GRAVE,HARVEST,1,17.0
2220,GRAVE,LAND,1,53.0
2221,GRAVE,PIT (POTHOLE),5,25.0
2222,GRAVE,PLAIN,1,22.0
2223,GRAVE,RAIN (PRECIPITATION),1,128.0
2224,GRAVE,SECOND,1,50.0
2225,GRAVE,TOUCH,2,70.0
2226,GRAVE,WOOD,1,70.0
2227,GRAVE,WOUND,1,33.0
2228,GREEN,LAND (DESCEND),1,61.0
2229,GREEN,LOCK,3,103.0
2230,GREEN,LOOK,1,0.0
2231,GREEN,MONEY,1,22.0
2232,GREEN,PAPER,1,4.0
2233,GREEN,RAIN (PRECIPITATION),1,14.0
2234,GREEN,RATTLE,2,36.0
2235,GREEN,SNAKE,1,64.0
2236,GREEN,THROW,1,39.0
2237,GREEN,TOUCH,1,44.0
2238,GREEN,VALLEY,1,114.0
2239,GREEN,WASH,1,39.0
2240,GREEN,WORM,2,28.0
2241,GREEN,WRONG,1,19.0
2242,GRIEF,GROAN,1,108.0
2243,GRIEF,LOVE,1,147.0
2244,GRIEF,MALE (OF ANIMAL),1,67.0
2245,GRIEF,PITY,7,97.0
2246,GRIEF,PUNISHMENT,1,108.0
2247,GRIEF,REGRET,16,22.0
2248,GRIEF,RUG,1,217.0
2249,GRIEF,SHAME,3,83.0
2250,GRIEF,WOUND,1,78.0
2251,GROAN,HATE,1,64.0
2252,GROAN,HIDE (CONCEAL),1,86.0
2253,GROAN,HOLD,1,75.0
2254,GROAN,HOWL,8,73.0
2255,GROAN,INCREASE,1,77.0
2256,GROAN,JUMP,1,120.0
2257,GROAN,LOOK,1,117.0
2258,GROAN,REFUSE,1,52.0
2259,GROAN,REGRET,1,86.0
2260,GROAN,REPAIR,1,33.0
2261,GROAN,SCRATCH,1,73.0
2262,GROAN,SHIVER,1,34.0
2263,GROAN,SHRIEK,12,64.0
2264,GROAN,SPLIT,1,39.0
2265,GROAN,STRAIN,1,80.0
2266,GROAN,SWEEP,1,61.0
2267,GROAN,SWELL,1,86.0
2268,GROAN,TRY,1,113.0
2269,GROAN,TURN,1,109.0
2270,GROAN,TURN (SOMETHING),1,109.0
2271,GROAN,VOICE,1,67.0
2272,GROAN,WALK,1,136.0
2273,GROAN,WASH,1,156.0
2274,GROAN,WEATHER,1,50.0
2275,GROUND,HEAD,1,77.0
2276,GROUND,HILL,1,2.0
2277,GROUND,HUNGER,1,17.0
2278,GROUND,ISLAND,1,31.0
2279,GROUND,LAND,8,28.0
2280,GROUND,LENGTH,1,64.0
2281,GROUND,LIVER,1,95.0
2282,GROUND,MALE,1,125.0
2283,GROUND,MOUNTAIN,1,25.0
2284,GROUND,MUD,3,19.0
2285,GROUND,PLACE (POSITION),9,11.0
2286,GROUND,RAIN (PRECIPITATION),4,47.0
2287,GROUND,ROPE,1,23.0
2288,GROUND,SAND,1,41.0
2289,GROUND,SCRATCH,1,11.0
2290,GROUND,SPEECH,1,111.0
2291,GROUND,SUN,4,77.0
2292,GROUND,SWIM,1,2.0
2293,GROUND,WATER,4,105.0
2294,GROUND,WILLOW,1,128.0
2295,GUARD,HERDSMAN,2,114.0
2296,GUARD,HOLD,2,77.0
2297,GUARD,INTENTION,1,137.0
2298,GUARD,LEAD (GUIDE),1,56.0
2299,GUARD,LOOK,1,119.0
2300,GUARD,NOSE,1,138.0
2301,GUARD,ORDER,1,0.0
2302,GUARD,RESCUE,1,23.0
2303,GUARD,SEASON,2,16.0
2304,GUARD,SHIELD,1,6.0
2305,GUARD,SHIP,1,95.0
2306,GUARD,SOLDIER,3,69.0
2307,GUARD,VOICE,3,69.0
2308,GUARD,WOOL,1,97.0
2309,GUESS,HELP,1,70.0
2310,GUESS,LIE (MISLEAD),1,42.0
2311,GUESS,LOVE,1,11.0
2312,GUESS,MEASURE,3,52.0
2313,GUESS,REGRET,1,136.0
2314,GUESS,ROAD,1,86.0
2315,GUESS,SAW,1,23.0
2316,GUESS,SKIRT,1,34.0
2317,GUESS,SUSPECT,13,180.0
2318,GUESS,SWALLOW,1,16.0
2319,GUESS,SWELL,1,136.0
2320,GUESS,WASH,1,106.0
2321,GUN,HORN (ANATOMY),1,80.0
2322,GUN,STING,1,33.0
2323,GUN,SWEEP,1,53.0
2324,HAIL,HIDE (ONESELF),1,98.0
2325,HAIL,SILVER,1,37.0
2326,HALF,HATE,1,11.0
2327,HALF,HEN,1,48.0
2328,HALF,HORN (INSTRUMENT),1,41.0
2329,HALF,LAMP,1,16.0
2330,HALF,LATCH,1,119.0
2331,HALF,PART,26,47.0
2332,HALF,PIG,1,34.0
2333,HALF,PLACE (POSITION),1,2.0
2334,HALF,POCKET,1,39.0
2335,HALF,POISON,1,97.0
2336,HALF,SCRATCH,1,2.0
2337,HALF,SHIRT,1,2.0
2338,HALF,WAIST,1,58.0
2339,HAMMER,NAIL (TOOL),1,6.0
2340,HAMMER,POUND,3,30.0
2341,HAMMER,UNCLE,1,86.0
2342,HARE,RABBIT,30,75.0
2343,HARE,WOOD,1,12.0
2344,HARVEST,KNEE,1,91.0
2345,HARVEST,SUMMER,3,69.0
2346,HATE,RAIN (PRECIPITATION),1,67.0
2347,HATE,REFUSE,8,116.0
2348,HATE,RESCUE,1,89.0
2349,HATE,SHIRT,1,9.0
2350,HATE,TIN (METAL),1,8.0
2351,HATE,WAIST,1,47.0
2352,HATE,WOUND,1,94.0
2353,HAY,HORN (ANATOMY),1,11.0
2354,HAY,MALE (OF ANIMAL),1,86.0
2355,HAY,MALE (OF PERSON),1,86.0
2356,HAY,MEDICINE,2,14.0
2357,HAY,PASTURE,3,89.0
2358,HAY,REED,7,72.0
2359,HAY,WAIST,1,28.0
2360,HAY,WHEAT,1,89.0
2361,HEAD,HILL,2,75.0
2362,HEAD,HONEY,1,105.0
2363,HEAD,IRON,1,100.0
2364,HEAD,KNEE,4,50.0
2365,HEAD,LAND (DESCEND),1,105.0
2366,HEAD,MARKET,1,147.0
2367,HEAD,MOTHER,3,37.0
2368,HEAD,MOUNTAIN,3,102.0
2369,HEAD,NEEDLE (FOR SEWING),2,83.0
2370,HEAD,NOSE,2,25.0
2371,HEAD,OIL (ORGANIC SUBSTANCE),3,122.0
2372,HEAD,PART,1,133.0
2373,HEAD,PEOPLE,1,100.0
2374,HEAD,PILLOW,1,36.0
2375,HEAD,POTATO,1,52.0
2376,HEAD,POUND,1,127.0
2377,HEAD,PRIEST,1,230.0
2378,HEAD,RAIN (RAINING),1,30.0
2379,HEAD,REFUSE,1,213.0
2380,HEAD,ROPE,1,100.0
2381,HEAD,SERVANT,2,225.0
2382,HEAD,SHOULDER,1,83.0
2383,HEAD,SLAVE,1,205.0
2384,HEAD,SUN,2,0.0
2385,HEAD,UNCLE,1,11.0
2386,HEAD,VILLAGE,1,136.0
2387,HEAD,WATER,1,28.0
2388,HEAD,WOOD,1,88.0
2389,HEAD,WOUND,1,191.0
2390,HEAD,YEAR,1,88.0
2391,HEART,HUNGER,1,6.0
2392,HEART,INTENTION,1,200.0
2393,HEART,IRON,1,0.0
2394,HEART,JAW,1,80.0
2395,HEART,LAND,1,5.0
2396,HEART,LETTER,2,25.0
2397,HEART,LIVER,27,72.0
2398,HEART,MEDICINE,1,30.0
2399,HEART,MOUNTAIN,2,2.0
2400,HEART,NOSE,1,75.0
2401,HEART,PITY,1,72.0
2402,HEART,RAIN (PRECIPITATION),1,70.0
2403,HEART,RATTLE,1,20.0
2404,HEART,RETREAT,1,150.0
2405,HEART,SAND,1,64.0
2406,HEART,SAP,2,183.0
2407,HEART,SINK (DESCEND),2,62.0
2408,HEART,SPIRIT,44,108.0
2409,HEART,SWIM,1,25.0
2410,HEART,TIN (METAL),1,5.0
2411,HEART,TRY,1,52.0
2412,HEART,WAR,1,33.0
2413,HEART,WINDOW,1,50.0
2414,HEAT,ONION,1,8.0
2415,HEAT,SUMMER,1,25.0
2416,HEAT,TIDE,1,53.0
2417,HEAVEN,LIFT,1,39.0
2418,HEAVEN,LOVE,1,31.0
2419,HEAVEN,MOTHER,1,128.0
2420,HEAVEN,NIGHT,1,50.0
2421,HEAVEN,PEOPLE,1,9.0
2422,HEAVEN,PLACE (POSITION),1,3.0
2423,HEAVEN,SEASON,1,56.0
2424,HEAVEN,SUN,1,91.0
2425,HEAVEN,WEATHER,4,20.0
2426,HEAVEN,WHEAT,1,114.0
2427,HEAVEN,WOOD,1,3.0
2428,HEAVEN,YEAR,2,3.0
2429,HELL,NIGHT,1,92.0
2430,HELL,PUNISHMENT,1,28.0
2431,HELP,HIDE,1,34.0
2432,HELP,HORN (ANATOMY),1,86.0
2433,HELP,LEAD (GUIDE),1,178.0
2434,HELP,NEEDLE (FOR SEWING),1,42.0
2435,HELP,PLAY,2,30.0
2436,HELP,RESCUE,14,145.0
2437,HELP,SINK (BASIN),1,3.0
2438,HELP,SINK (DESCEND),1,3.0
2439,HEN,OMEN,1,339.0
2440,HEN,PART,1,95.0
2441,HERDSMAN,SERVANT,1,52.0
2442,HIDE,HIDE (CONCEAL),3,0.0
2443,HIDE (CONCEAL),HIDE (ONESELF),56,0.0
2444,HIDE (CONCEAL),HOLD,1,11.0
2445,HIDE (CONCEAL),INCREASE,1,163.0
2446,HIDE (CONCEAL),ISLAND,1,33.0
2447,HIDE (CONCEAL),JUMP,1,34.0
2448,HIDE (CONCEAL),LOOK,1,31.0
2449,HIDE (CONCEAL),MARKET,1,72.0
2450,HIDE (CONCEAL),PIG,2,23.0
2451,HIDE (CONCEAL),PIT (POTHOLE),1,58.0
2452,HIDE (CONCEAL),RAIN (PRECIPITATION),1,45.0
2453,HIDE (CONCEAL),REFUSE,1,138.0
2454,HIDE (CONCEAL),REPAIR,1,119.0
2455,HIDE (CONCEAL),SCRATCH,1,13.0
2456,HIDE (CONCEAL),SHIVER,1,52.0
2457,HIDE (CONCEAL),SPLIT,2,125.0
2458,HIDE (CONCEAL),STRAIN,1,166.0
2459,HIDE (CONCEAL),SWEEP,1,25.0
2460,HIDE (CONCEAL),SWELL,1,172.0
2461,HIDE (CONCEAL),TRY,1,27.0
2462,HIDE (CONCEAL),TURN,1,23.0
2463,HIDE (CONCEAL),TURN (SOMETHING),1,23.0
2464,HIDE (CONCEAL),WALK,2,50.0
2465,HIDE (CONCEAL),WASH,1,70.0
2466,HIDE (ONESELF),PIT (POTHOLE),1,58.0
2467,HIDE (ONESELF),RAIN (PRECIPITATION),1,45.0
2468,HILL,HUMP,2,113.0
2469,HILL,ISLAND,1,33.0
2470,HILL,MOUNTAIN,142,27.0
2471,HILL,SPLIT,1,125.0
2472,HILL,VILLAGE,1,61.0
2473,HILL,WAIST,1,69.0
2474,HOLD,INCREASE,1,152.0
2475,HOLD,JUMP,1,45.0
2476,HOLD,KNEE,1,36.0
2477,HOLD,LEAD (GUIDE),1,133.0
2478,HOLD,LIFT,1,44.0
2479,HOLD,LOOK,1,42.0
2480,HOLD,LOVE,1,36.0
2481,HOLD,MALE,1,116.0
2482,HOLD,MALE (OF PERSON),1,116.0
2483,HOLD,MONEY,1,20.0
2484,HOLD,RAIN (PRECIPITATION),2,56.0
2485,HOLD,RAIN (RAINING),1,56.0
2486,HOLD,REFUSE,1,127.0
2487,HOLD,REPAIR,1,108.0
2488,HOLD,RESCUE,2,100.0
2489,HOLD,SCRATCH,1,2.0
2490,HOLD,SHIVER,1,41.0
2491,HOLD,SHOULDER,2,3.0
2492,HOLD,SNAKE,1,22.0
2493,HOLD,SPEECH,1,102.0
2494,HOLD,SPLIT,3,114.0
2495,HOLD,STRAIN,1,155.0
2496,HOLD,SUN,1,86.0
2497,HOLD,SWEEP,1,14.0
2498,HOLD,SWELL,1,161.0
2499,HOLD,TEAR (SHRED),1,3.0
2500,HOLD,THROW,1,3.0
2501,HOLD,TOUCH,6,2.0
2502,HOLD,TRY,1,38.0
2503,HOLD,TURN,1,34.0
2504,HOLD,TURN (SOMETHING),1,34.0
2505,HOLD,WALK,1,61.0
2506,HOLD,WASH,1,81.0
2507,HOLD,WEST,1,75.0
2508,HOME,NEEDLE (FOR SEWING),3,31.0
2509,HOME,PLACE (POSITION),2,36.0
2510,HOME,ROOM,1,11.0
2511,HOME,STOVE,1,64.0
2512,HOME,VILLAGE,6,84.0
2513,HONEY,OX,1,43.0
2514,HONEY,POISON,1,78.0
2515,HONEY,POUND,1,22.0
2516,HONEY,SMOKE (EXHAUST),2,58.0
2517,HONEY,SOLDIER,1,11.0
2518,HONEY,VOICE,1,11.0
2519,HONEY,WATER,1,133.0
2520,HONEY,YEAR,1,17.0
2521,HOOF,LIFT,1,5.0
2522,HOOF,MOUNTAIN,1,23.0
2523,HOOF,RESCUE,1,61.0
2524,HOOF,WIN,1,37.0
2525,HORN (ANATOMY),HORN (INSTRUMENT),1,0.0
2526,HORN (ANATOMY),IRON,1,27.0
2527,HORN (ANATOMY),JAW,1,53.0
2528,HORN (ANATOMY),KNEE,1,77.0
2529,HORN (ANATOMY),LEAD (CHEMICAL ELEMENT),1,92.0
2530,HORN (ANATOMY),LIVER,1,45.0
2531,HORN (ANATOMY),MONEY,1,61.0
2532,HORN (ANATOMY),MOUNTAIN,4,25.0
2533,HORN (ANATOMY),OATH,1,100.0
2534,HORN (ANATOMY),SHOULDER,1,44.0
2535,HORN (ANATOMY),SHRIEK,1,98.0
2536,HORN (ANATOMY),THREAD,1,41.0
2537,HORN (ANATOMY),VINE,2,117.0
2538,HORN (ANATOMY),VOICE,1,33.0
2539,HORN (ANATOMY),YEAR,1,39.0
2540,HORN (INSTRUMENT),SPIKE,1,45.0
2541,HORN (INSTRUMENT),VOICE,2,33.0
2542,HORN (INSTRUMENT),WATER,1,155.0
2543,HOWL,LIGHTNING,1,62.0
2544,HOWL,PIN,1,8.0
2545,HOWL,REGRET,2,159.0
2546,HOWL,SHRIEK,33,137.0
2547,HUNGER,JEWEL,1,17.0
2548,HUNGER,LAND,1,11.0
2549,HUNGER,MOTHER,1,131.0
2550,HUNGER,NEEDLE (FOR SEWING),1,11.0
2551,HUNGER,PLACE (POSITION),3,6.0
2552,HUNGER,ROAD,1,69.0
2553,HUNGER,STABLE,1,17.0
2554,HUNGER,TEAR (SHRED),1,11.0
2555,HUNGER,WOUND,2,97.0
2556,HUNGER,YEAR,1,6.0
2557,HUNTER,NUMBER,1,103.0
2558,HUNTER,WOMAN,1,84.0
2559,ICE,KICK,1,33.0
2560,ICE,LIE (MISLEAD),1,11.0
2561,ICE,LOOK,2,36.0
2562,ICE,MIRROR,2,3.0
2563,ICE,OAK,2,50.0
2564,ICE,SALT,2,28.0
2565,ICE,SOLDIER,1,14.0
2566,ICE,SPIRIT,1,128.0
2567,ICE,STABLE,1,31.0
2568,ICE,YEAR,2,8.0
2569,INCREASE,JUMP,1,197.0
2570,INCREASE,LOOK,1,194.0
2571,INCREASE,REFUSE,1,25.0
2572,INCREASE,REPAIR,1,44.0
2573,INCREASE,SCRATCH,1,150.0
2574,INCREASE,SHIVER,1,111.0
2575,INCREASE,SPLIT,1,38.0
2576,INCREASE,STRAIN,1,3.0
2577,INCREASE,SWEEP,1,138.0
2578,INCREASE,SWELL,1,9.0
2579,INCREASE,TRY,1,190.0
2580,INCREASE,TURN,1,186.0
2581,INCREASE,TURN (SOMETHING),1,186.0
2582,INCREASE,WALK,1,213.0
2583,INCREASE,WASH,1,233.0
2584,INSECT,JUMP,1,61.0
2585,INSECT,LEAD (GUIDE),1,117.0
2586,INSECT,NEEDLE (FOR SEWING),1,19.0
2587,INSECT,SNAKE,2,6.0
2588,INSECT,STEAM (VERB),1,25.0
2589,INSECT,WHEAT,1,103.0
2590,INSECT,WOOD,1,14.0
2591,INSECT,WORM,38,30.0
2592,INTENTION,LOVE,2,178.0
2593,INTENTION,MONEY,1,234.0
2594,INTENTION,OMEN,1,77.0
2595,INTENTION,TRY,1,252.0
2596,INTENTION,UNCLE,1,289.0
2597,IRON,LIFT,1,30.0
2598,IRON,LIVER,1,72.0
2599,IRON,LOCK,11,47.0
2600,IRON,MONEY,16,34.0
2601,IRON,MOUSE,1,39.0
2602,IRON,NAIL (TOOL),3,9.0
2603,IRON,OAK,1,30.0
2604,IRON,OTTER,3,102.0
2605,IRON,RAIN (RAINING),1,70.0
2606,IRON,RAKE,1,55.0
2607,IRON,REST,1,59.0
2608,IRON,ROOM,1,37.0
2609,IRON,SCRATCH,1,12.0
2610,IRON,SHIELD,2,69.0
2611,IRON,SINK (DESCEND),1,62.0
2612,IRON,SPLIT,1,100.0
2613,IRON,STRENGTH,1,44.0
2614,IRON,SUMMER,1,28.0
2615,IRON,SWIM,1,25.0
2616,IRON,TOOL,4,19.0
2617,IRON,WALK,2,75.0
2618,ISLAND,LAND,4,3.0
2619,ISLAND,MOUNTAIN,10,6.0
2620,ISLAND,OIL (ORGANIC SUBSTANCE),1,14.0
2621,ISLAND,SHIP,1,40.0
2622,ISLAND,SUN,1,108.0
2623,ISLAND,SWORD,1,53.0
2624,ISLAND,VALLEY,1,50.0
2625,ISLAND,VILLAGE,5,28.0
2626,ISLAND,WALK,1,83.0
2627,ISLAND,WATER,2,136.0
2628,ISLAND,WORM,1,36.0
2629,ISLAND,WOUND,1,83.0
2630,JAW,PIG,1,128.0
2631,JAW,SMOKE (EXHAUST),2,133.0
2632,JAW,SONG,1,119.0
2633,JAW,SUN,1,180.0
2634,JAW,SWIM,1,105.0
2635,JAW,THIEF,1,39.0
2636,JAW,WASH,1,175.0
2637,JAW,YARD,1,53.0
2638,JEWEL,MONEY,1,45.0
2639,JEWEL,MOUNTAIN,1,9.0
2640,JEWEL,ORNAMENT,7,11.0
2641,JEWEL,SAP,1,172.0
2642,JEWEL,SILVER,1,25.0
2643,JEWEL,TOOL,1,8.0
2644,JEWEL,YARD,1,16.0
2645,JUICE,UNCLE,1,58.0
2646,JUICE,WATER,4,97.0
2647,JUMP,LAND (DESCEND),1,64.0
2648,JUMP,LIVER,1,131.0
2649,JUMP,LOOK,1,3.0
2650,JUMP,MONEY,1,25.0
2651,JUMP,MURDER,1,159.0
2652,JUMP,ONION,2,64.0
2653,JUMP,PIG,1,11.0
2654,JUMP,REFUSE,1,172.0
2655,JUMP,REPAIR,2,153.0
2656,JUMP,RESCUE,1,145.0
2657,JUMP,RETREAT,1,209.0
2658,JUMP,RING,1,14.0
2659,JUMP,ROAD,1,16.0
2660,JUMP,SCALE,1,175.0
2661,JUMP,SCRATCH,1,47.0
2662,JUMP,SHIVER,2,86.0
2663,JUMP,SPLIT,1,159.0
2664,JUMP,STABLE,1,70.0
2665,JUMP,STRAIN,1,200.0
2666,JUMP,SWEEP,1,59.0
2667,JUMP,SWELL,1,206.0
2668,JUMP,THROW,2,42.0
2669,JUMP,TRY,1,7.0
2670,JUMP,TURN,1,11.0
2671,JUMP,TURN (SOMETHING),1,11.0
2672,JUMP,WALK,1,16.0
2673,JUMP,WASH,1,36.0
2674,JUMP,WOUND,1,150.0
2675,KETTLE,PLACE (POSITION),1,5.0
2676,KETTLE,PORT,1,98.0
2677,KETTLE,POT,46,57.0
2678,KICK,POUND,3,80.0
2679,KICK,SNAKE,1,61.0
2680,KICK,SOLDIER,1,47.0
2681,KICK,STEP (VERB),1,39.0
2682,KICK,THROW,1,36.0
2683,KICK,WALK,1,22.0
2684,KICK,WOOD,1,41.0
2685,KNEE,LIME (FRUIT),2,147.0
2686,KNEE,LIVER,1,122.0
2687,KNEE,OATH,1,177.0
2688,KNEE,OWL,1,38.0
2689,KNEE,POT,2,14.0
2690,KNEE,SCRATCH,2,38.0
2691,KNEE,SMOKE (EXHAUST),1,3.0
2692,KNEE,VOICE,1,44.0
2693,KNEE,WASH,1,45.0
2694,KNEE,WEST,1,111.0
2695,LAMB,SALT,6,47.0
2696,LAMB,STABLE,1,106.0
2697,LAMB,SUN,1,5.0
2698,LAMP,LIGHTNING,1,48.0
2699,LAMP,MOUNTAIN,1,0.0
2700,LAMP,SKIRT,1,25.0
2701,LAND,LAND (DESCEND),3,0.0
2702,LAND,LIVER,1,67.0
2703,LAND,MOUNTAIN,1,3.0
2704,LAND,MUD,2,47.0
2705,LAND,PEOPLE,3,5.0
2706,LAND,PLACE (POSITION),14,17.0
2707,LAND,PLAIN,4,75.0
2708,LAND,PLOT,1,136.0
2709,LAND,POT,1,69.0
2710,LAND,REED,1,83.0
2711,LAND,SAND,4,69.0
2712,LAND,TEAR (OF EYE),1,22.0
2713,LAND,VALLEY,1,53.0
2714,LAND,VILLAGE,2,31.0
2715,LAND,WEATHER,1,6.0
