Unnamed: 0,concept_1,concept_2,colexification_count,age_acquisition_diff,assoc,Word2Vec_similarity,concreteness_diff,concreteness_1,concreteness_2,target
812,BROTHER,FAMILY,1,61.0,23.0,0.5811548233032227,60.0,585.0,525.0,0
813,BROTHER,GRANDFATHER,1,5.0,0.0,0.5808626413345337,20.0,585.0,565.0,0
814,BROTHER,GUARD,1,125.0,0.0,0.4138528704643249,68.0,585.0,517.0,0
815,BROTHER,HEAD,1,38.0,0.0,0.46114581823349,18.0,585.0,603.0,0
817,BROTHER,LOOK,1,6.0,0.0,0.3999305069446563,209.0,585.0,376.0,0
818,BROTHER,NOSE,1,13.0,0.0,0.4567517936229706,43.0,585.0,628.0,0
819,BROTHER,PART,2,95.0,0.0,0.3825878500938415,246.0,585.0,339.0,1
821,BROTHER,SECOND,1,70.0,0.0,0.5567007660865784,241.0,585.0,344.0,0
823,BROTHER,SNAKE,1,70.0,0.0,0.5672481656074524,36.0,585.0,621.0,0
824,BROTHER,SONG,1,23.0,0.0,0.5146029591560364,71.0,585.0,514.0,0
825,BROTHER,UNCLE,20,27.0,1.0,0.3814603686332702,5.0,585.0,580.0,1
826,BROTHER,VOICE,1,56.0,0.0,0.4348820447921753,100.0,585.0,485.0,0
827,BROTHER,WIN,1,50.0,0.0,0.4055854678153991,221.0,585.0,364.0,0
828,BRUSH,CART,3,44.0,0.0,0.1600933670997619,13.0,589.0,576.0,1
829,BRUSH,COTTON,1,92.0,0.0,0.5029816627502441,19.0,589.0,608.0,0
830,BRUSH,DYE,1,178.0,0.0,0.5938204526901245,47.0,589.0,542.0,0
832,BRUSH,GRANDMOTHER,1,6.0,0.0,0.3938453495502472,10.0,589.0,579.0,0
834,BRUSH,PAINTING,1,44.0,1.0,0.5529178977012634,26.0,589.0,615.0,0
835,BRUSH,PEPPER,1,55.0,0.0,0.5735859870910645,2.0,589.0,591.0,0
836,BRUSH,RING,1,6.0,0.0,0.4388270974159241,4.0,589.0,593.0,0
837,BRUSH,ROOM,1,30.0,0.0,0.564156174659729,23.0,589.0,566.0,0
838,BRUSH,SAW,1,55.0,0.0,0.2558423578739166,57.0,589.0,532.0,0
839,BRUSH,SKIRT,1,44.0,0.0,0.6318186521530151,25.0,589.0,614.0,0
840,BRUSH,SWEEP,3,67.0,3.0,0.5174664855003357,113.0,589.0,476.0,1
841,BRUSH,WASH,1,28.0,0.0,0.314079076051712,142.0,589.0,447.0,0
842,BRUSH,WOOL,1,33.0,0.0,0.4761669039726257,19.0,589.0,608.0,0
843,BUD,CLIFF,2,9.0,0.0,0.3960324227809906,42.0,549.0,591.0,1
844,BUD,COPPER,2,97.0,0.0,0.3028815388679504,2.0,549.0,547.0,1
845,BUD,GREEN,1,106.0,5.0,0.3664907813072204,89.0,549.0,460.0,0
847,BUNCH,FOREST,1,20.0,0.0,0.398459255695343,157.0,452.0,609.0,0
848,BUNCH,FRUIT,3,98.0,3.0,0.5440980792045593,160.0,452.0,612.0,1
849,BUNCH,GRAPE,9,20.0,3.0,0.5765330195426941,159.0,452.0,611.0,1
850,BUNCH,HEAD,1,136.0,0.0,0.445481389760971,151.0,452.0,603.0,0
851,BUNCH,HONEY,1,31.0,5.0,0.5129150748252869,159.0,452.0,611.0,0
852,BUNCH,HUNGER,1,42.0,0.0,0.4654660522937774,42.0,452.0,410.0,0
854,BUNCH,SEASON,1,11.0,0.0,0.4158304333686828,7.0,452.0,445.0,0
855,BUNCH,SWEEP,1,36.0,0.0,0.4882214665412903,24.0,452.0,476.0,0
856,BUNCH,TOE,1,123.0,0.0,0.3187208175659179,155.0,452.0,607.0,0
857,BUNCH,TOUCH,1,48.0,0.0,0.4360451996326446,35.0,452.0,417.0,0
858,BUNCH,VINE,7,108.0,0.0,0.2526562511920929,149.0,452.0,601.0,1
859,BUNCH,WHEAT,2,69.0,1.0,0.4065395295619964,142.0,452.0,594.0,1
860,BUNCH,WOOD,1,48.0,0.0,0.3211938142776489,154.0,452.0,606.0,0
862,BURN,DOG,3,48.0,0.0,0.4024340510368347,120.0,490.0,610.0,1
863,BURN,EYE,6,50.0,0.0,0.4269602000713348,144.0,490.0,634.0,1
865,BURN,INSECT,1,66.0,0.0,0.5101723074913025,103.0,490.0,593.0,0
867,BURN,SELF,1,111.0,0.0,0.4187992215156555,31.0,490.0,459.0,0
890,BUSH,COUNTRY,1,73.0,0.0,0.4623843133449554,120.0,585.0,465.0,0
891,BUSH,FOREST,32,41.0,2.0,0.3494384586811065,24.0,585.0,609.0,1
892,BUSH,GARDEN,3,70.0,4.0,0.3506850600242615,17.0,585.0,602.0,1
893,BUSH,GROUND,1,2.0,0.0,0.4089072942733764,27.0,585.0,558.0,0
894,BUSH,HILL,1,0.0,0.0,0.5437442064285278,3.0,585.0,588.0,0
895,BUSH,LAND,2,30.0,0.0,0.4279764592647552,19.0,585.0,604.0,1
896,BUSH,MOUNTAIN,3,27.0,0.0,0.3668908178806305,31.0,585.0,616.0,1
897,BUSH,NIGHT,1,34.0,0.0,0.3553280532360077,89.0,585.0,496.0,0
898,BUSH,SHOULDER,1,8.0,0.0,0.4176295399665832,4.0,585.0,589.0,0
899,BUSH,VILLAGE,1,61.0,0.0,0.3242124617099762,9.0,585.0,576.0,0
900,BUTTER,CHEESE,3,5.0,5.0,0.6136049628257751,6.0,618.0,624.0,1
901,BUTTER,CHOP,1,111.0,0.0,0.1987485140562057,63.0,618.0,555.0,0
903,BUTTER,FLESH,1,205.0,0.0,0.5982281565666199,21.0,618.0,597.0,0
904,BUTTER,ISLAND,1,83.0,0.0,0.3522515892982483,22.0,618.0,596.0,0
906,BUTTER,SHIP,1,43.0,0.0,0.3064634799957275,3.0,618.0,615.0,0
907,BUTTER,SPLIT,1,175.0,0.0,0.4483462870121002,201.0,618.0,417.0,0
908,BUTTER,SUMMER,1,47.0,0.0,0.5053713321685791,179.0,618.0,439.0,0
909,BUTTER,THROW,1,58.0,0.0,0.5437885522842407,218.0,618.0,400.0,0
910,BUTTER,TOBACCO,1,160.0,0.0,0.4474028348922729,9.0,618.0,609.0,0
911,BUTTER,WASH,1,20.0,0.0,0.2978315949440002,171.0,618.0,447.0,0
912,BUTTON,EYE,1,25.0,0.0,0.4616957604885101,21.0,613.0,634.0,0
913,BUTTON,LIVER,1,161.0,0.0,0.6282939910888672,4.0,613.0,617.0,0
915,BUTTON,NOSE,1,14.0,6.0,0.5518822073936462,15.0,613.0,628.0,0
916,BUTTON,SWEEP,1,89.0,0.0,0.5118585824966431,137.0,613.0,476.0,0
917,BUTTON,TAX,1,277.0,0.0,0.4766977429389953,168.0,613.0,445.0,0
918,CALL,CURSE,1,225.0,0.0,0.5158980488777161,26.0,389.0,363.0,0
919,CALL,DYE,1,167.0,0.0,0.4188116490840912,153.0,389.0,542.0,0
920,CALL,ENVY,1,206.0,0.0,0.2434672862291336,124.0,389.0,265.0,0
921,CALL,FIGHT,1,36.0,0.0,0.4710020720958709,66.0,389.0,455.0,0
922,CALL,GREEN,1,0.0,0.0,0.4682062566280365,71.0,389.0,460.0,0
923,CALL,HEAVEN,1,47.0,0.0,0.4964441955089569,84.0,389.0,305.0,0
924,CALL,HOLD,2,42.0,0.0,0.4471720159053802,27.0,389.0,416.0,1
926,CALL,HOWL,3,44.0,1.0,0.2816251516342163,45.0,389.0,434.0,1
927,CALL,LIFT,1,86.0,0.0,0.3067592978477478,72.0,389.0,461.0,0
928,CALL,PART,1,89.0,0.0,0.4233849942684173,50.0,389.0,339.0,0
929,CALL,PIG,2,8.0,0.0,0.3850626945495605,225.0,389.0,614.0,1
930,CALL,POT,1,8.0,0.0,0.4261953234672546,195.0,389.0,584.0,0
931,CALL,REFUSE,1,169.0,0.0,0.4869524240493774,37.0,389.0,426.0,0
932,CALL,SHIRT,1,44.0,0.0,0.5270945429801941,227.0,389.0,616.0,0
935,CALL,SUSPECT,1,247.0,0.0,0.4993247091770172,10.0,389.0,379.0,0
936,CALL,THROW,1,39.0,0.0,0.5202862620353699,11.0,389.0,400.0,0
937,CALL,TRY,1,4.0,0.0,0.4190545976161957,129.0,389.0,260.0,0
938,CALL,VOICE,1,50.0,0.0,0.4736453592777252,96.0,389.0,485.0,0
939,CALL,WAIST,1,100.0,0.0,0.4527431428432464,174.0,389.0,563.0,0
940,CALL,WALK,1,19.0,0.0,0.5576502680778503,63.0,389.0,452.0,0
942,CAMP,LAND,1,22.0,1.0,0.5165532827377319,33.0,571.0,604.0,0
945,CAMP,PLAIN,1,53.0,0.0,0.5057035684585571,145.0,571.0,426.0,0
946,CAMP,VILLAGE,1,9.0,0.0,0.5028529763221741,5.0,571.0,576.0,0
947,CANOE,CART,2,136.0,0.0,0.1739325523376464,47.0,623.0,576.0,1
949,CANOE,GARDEN,1,208.0,0.0,0.4503978490829468,21.0,623.0,602.0,0
950,CANOE,HEAD,1,213.0,0.0,0.3407530486583709,20.0,623.0,603.0,0
951,CANOE,PAPER,1,165.0,0.0,0.4207301735877991,24.0,623.0,599.0,0
952,CANOE,POCKET,1,166.0,0.0,0.4644869267940521,45.0,623.0,578.0,0
954,CANOE,ROPE,2,113.0,0.0,0.3158888518810272,15.0,623.0,608.0,1
955,CANOE,SHIP,11,145.0,1.0,0.3513427078723907,8.0,623.0,615.0,1
956,CANOE,SPLIT,2,13.0,0.0,0.3906325697898865,206.0,623.0,417.0,1
957,CANOE,SWELL,1,34.0,0.0,0.4730667173862457,212.0,623.0,411.0,0
958,CANOE,SWIM,1,138.0,1.0,0.4346211552619934,141.0,623.0,482.0,0
959,CANOE,WATER,1,241.0,27.0,0.4278023540973663,7.0,623.0,616.0,0
960,CANOE,YEAR,1,125.0,0.0,0.2241417020559311,259.0,623.0,364.0,0
961,CAR,CART,5,61.0,1.0,0.2024421840906143,46.0,622.0,576.0,1
963,CAR,FEVER,1,161.0,0.0,0.3071550130844116,130.0,622.0,492.0,0
964,CAR,HELL,1,117.0,0.0,0.190139502286911,267.0,622.0,355.0,0
965,CAR,IRON,2,84.0,0.0,0.3139265477657318,38.0,622.0,584.0,1
966,CAR,TOOL,1,103.0,0.0,0.2844268083572387,52.0,622.0,570.0,0
967,CART,CIRCLE,1,44.0,0.0,0.0776779204607009,61.0,576.0,515.0,0
968,CART,DEER,1,23.0,0.0,0.1344210505485534,55.0,576.0,631.0,0
969,CART,IRON,1,23.0,0.0,0.1391896903514862,8.0,576.0,584.0,0
970,CART,JAW,1,103.0,0.0,0.1478103101253509,41.0,576.0,617.0,0
971,CART,POCKET,1,30.0,0.0,0.1339566111564636,2.0,576.0,578.0,0
972,CART,ROAD,1,52.0,0.0,0.154866948723793,7.0,576.0,583.0,0
973,CART,SNAKE,1,31.0,0.0,0.1438467800617218,45.0,576.0,621.0,0
975,CART,TOOL,1,42.0,0.0,0.1303098201751709,6.0,576.0,570.0,0
976,CART,TRY,1,29.0,0.0,0.0205423086881637,316.0,576.0,260.0,0
977,CATTLE,CHOP,1,56.0,0.0,0.1668601781129837,45.0,600.0,555.0,0
978,CATTLE,FACE,1,95.0,0.0,0.3806832432746887,1.0,600.0,599.0,0
979,CATTLE,FAMILY,1,19.0,0.0,0.4125151932239532,75.0,600.0,525.0,0
980,CATTLE,FLESH,1,150.0,0.0,0.4643463492393493,3.0,600.0,597.0,0
981,CATTLE,FOX,1,22.0,0.0,0.0730131566524505,5.0,600.0,605.0,0
982,CATTLE,HEART,1,20.0,0.0,0.4099910855293274,5.0,600.0,605.0,0
983,CATTLE,HONEY,1,25.0,0.0,0.5269185900688171,11.0,600.0,611.0,0
985,CATTLE,MALE,1,122.0,0.0,0.3260453045368194,36.0,600.0,564.0,0
986,CATTLE,MONEY,7,14.0,1.0,0.4235138297080993,26.0,600.0,574.0,1
987,CATTLE,OX,10,68.0,1.0,0.3782491385936737,33.0,600.0,633.0,1
989,CATTLE,SALT,1,28.0,0.0,0.2096768617630005,6.0,600.0,594.0,0
990,CATTLE,SOLDIER,1,14.0,0.0,0.3140031993389129,22.0,600.0,578.0,0
991,CATTLE,SONG,2,19.0,0.0,0.3841730952262878,86.0,600.0,514.0,1
992,CATTLE,SWELL,1,167.0,0.0,0.4898533225059509,189.0,600.0,411.0,0
993,CATTLE,TAX,3,208.0,0.0,0.4256087243556976,155.0,600.0,445.0,1
994,CATTLE,THROW,1,3.0,0.0,0.467841625213623,200.0,600.0,400.0,0
995,CATTLE,WINDOW,1,30.0,0.0,0.4772386848926544,9.0,600.0,609.0,0
996,CATTLE,WOOD,1,8.0,0.0,0.2080709934234619,6.0,600.0,606.0,0
997,CATTLE,WOOL,11,14.0,0.0,0.58954256772995,8.0,600.0,608.0,1
998,CAUSE,FINISH,1,108.0,0.0,0.4602746665477752,56.0,287.0,343.0,0
999,CAUSE,FRUIT,1,189.0,0.0,0.4433510303497314,325.0,287.0,612.0,0
1000,CAUSE,HOLD,1,141.0,0.0,0.3119226694107055,129.0,287.0,416.0,0
1001,CAUSE,INTENTION,4,73.0,0.0,0.4708461761474609,2.0,287.0,285.0,1
1002,CAUSE,LAW,1,25.0,0.0,0.4519973695278168,62.0,287.0,349.0,0
1004,CAUSE,MEDICINE,8,97.0,0.0,0.4948709309101105,230.0,287.0,517.0,1
1005,CAUSE,OMEN,1,150.0,0.0,0.306502103805542,32.0,287.0,319.0,0
1006,CAUSE,OX,1,79.0,0.0,0.1255965530872345,346.0,287.0,633.0,0
1007,CAUSE,POST,4,102.0,0.0,0.3468296825885772,246.0,287.0,533.0,1
1009,CAUSE,ROAD,1,202.0,0.0,0.4737300276756286,296.0,287.0,583.0,0
1010,CAUSE,TEACHER,1,161.0,0.0,0.4312254190444946,282.0,287.0,569.0,0
1011,CHAIN,FAMILY,1,31.0,1.0,0.4187410175800323,70.0,595.0,525.0,0
1012,CHAIN,HUNGER,2,36.0,0.0,0.3895623087882995,185.0,595.0,410.0,1
1013,CHAIN,IRON,1,30.0,3.0,0.3542747795581817,11.0,595.0,584.0,0
1014,CHAIN,JEWEL,1,19.0,0.0,0.3921780288219452,1.0,595.0,594.0,0
1015,CHAIN,LIGHTNING,1,20.0,1.0,0.4050336480140686,70.0,595.0,525.0,0
1016,CHAIN,OMEN,1,247.0,0.0,0.2826582789421081,276.0,595.0,319.0,0
1017,CHAIN,ROPE,2,30.0,4.0,0.3377049267292022,13.0,595.0,608.0,1
1018,CHAIN,SAP,1,153.0,0.0,0.0116114942356944,55.0,595.0,540.0,0
1019,CHAIN,THREAD,1,44.0,0.0,0.491810530424118,12.0,595.0,607.0,0
1020,CHAIN,WASH,1,125.0,0.0,0.255657285451889,148.0,595.0,447.0,0
1021,CHAIN,WOUND,2,61.0,0.0,0.4517819583415985,34.0,595.0,561.0,1
1022,CHARACTER,LETTER,4,208.0,10.0,0.3493100702762604,212.0,365.0,577.0,1
1023,CHEEK,COUNTRY,1,62.0,0.0,0.4361331462860107,100.0,565.0,465.0,0
1024,CHEEK,COVER,1,22.0,0.0,0.526887059211731,63.0,565.0,502.0,0
1025,CHEEK,CROW,1,41.0,0.0,0.4667841494083404,25.0,565.0,590.0,0
1026,CHEEK,CRUSH,1,72.0,0.0,0.4732837975025177,184.0,565.0,381.0,0
1027,CHEEK,EGG,1,81.0,0.0,0.4496442675590515,48.0,565.0,613.0,0
1028,CHEEK,FACE,20,101.0,38.0,0.4238433241844177,34.0,565.0,599.0,1
1030,CHEEK,FOREST,1,30.0,0.0,0.4706633388996124,44.0,565.0,609.0,0
1031,CHEEK,GRANDFATHER,7,53.0,0.0,0.4635403752326965,0.0,565.0,565.0,1
1032,CHEEK,GRAVE,2,72.0,0.0,0.4791583716869354,30.0,565.0,535.0,1
1033,CHEEK,HEART,1,14.0,0.0,0.4558553695678711,40.0,565.0,605.0,0
1034,CHEEK,HONEY,1,19.0,0.0,0.6128982901573181,46.0,565.0,611.0,0
1036,CHEEK,JAW,33,94.0,3.0,0.4326327741146087,52.0,565.0,617.0,1
1038,CHEEK,SHIRT,1,2.0,0.0,0.6188303828239441,51.0,565.0,616.0,0
1039,CHEEK,SHOULDER,1,3.0,0.0,0.6173694729804993,24.0,565.0,589.0,0
1040,CHEEK,TOBACCO,1,99.0,0.0,0.503048837184906,44.0,565.0,609.0,0
1042,CHEEK,WALK,1,61.0,0.0,0.4908987581729889,113.0,565.0,452.0,0
1043,CHEEK,WAR,1,47.0,0.0,0.3426058888435364,88.0,565.0,477.0,0
1044,CHEEK,WASH,1,81.0,0.0,0.3662368953227997,118.0,565.0,447.0,0
1045,CHEEK,YEAR,1,2.0,0.0,0.3856046497821808,201.0,565.0,364.0,0
1046,CHEESE,DOOR,1,3.0,0.0,0.5210151672363281,18.0,624.0,606.0,0
1048,CHEESE,EYE,1,44.0,0.0,0.4288216233253479,10.0,624.0,634.0,0
1049,CHEESE,HEAD,1,30.0,2.0,0.4990023374557495,21.0,624.0,603.0,0
1050,CHEESE,MOTHER,1,67.0,0.0,0.3387360870838165,45.0,624.0,579.0,0
1051,CHEESE,MOUSE,1,31.0,14.0,0.4982050657272339,0.0,624.0,624.0,0
1052,CHEESE,PEOPLE,1,70.0,0.0,0.3790804743766784,84.0,624.0,540.0,0
1053,CHEESE,PRIEST,1,200.0,0.0,0.3965264558792114,63.0,624.0,561.0,0
1054,CHEESE,QUEEN,2,36.0,0.0,0.3918465673923492,87.0,624.0,537.0,1
1055,CHEESE,ROPE,1,70.0,0.0,0.3439444899559021,16.0,624.0,608.0,0
1056,CHEESE,TOWER,1,142.0,0.0,0.3645520210266113,39.0,624.0,585.0,0
1057,CHEESE,WOOD,1,58.0,0.0,0.3666232526302337,18.0,624.0,606.0,0
1058,CHICKEN,CLIFF,3,72.0,0.0,0.4513240158557892,23.0,614.0,591.0,1
1059,CHICKEN,DUCK,1,86.0,1.0,0.6131041049957275,8.0,614.0,606.0,0
1060,CHICKEN,EDGE,2,58.0,0.0,0.2411682307720184,149.0,614.0,465.0,1
1061,CHICKEN,EGG,2,64.0,17.0,0.4828660190105438,1.0,614.0,613.0,1
1063,CHICKEN,HEAD,1,69.0,0.0,0.4775437414646148,11.0,614.0,603.0,0
1064,CHICKEN,HEN,76,31.0,6.0,0.4871729910373688,17.0,614.0,631.0,1
1065,CHICKEN,HOLD,1,17.0,0.0,0.3615133762359619,198.0,614.0,416.0,0
1066,CHICKEN,HOME,1,17.0,0.0,0.4459564685821533,75.0,614.0,539.0,0
1067,CHICKEN,LAMB,5,64.0,0.0,0.3827440142631531,19.0,614.0,633.0,1
1068,CHICKEN,LOOK,1,25.0,0.0,0.3812358975410461,238.0,614.0,376.0,0
1070,CHICKEN,PART,2,64.0,0.0,0.3773419857025146,275.0,614.0,339.0,1
1071,CHICKEN,POST,1,56.0,0.0,0.3370444476604461,81.0,614.0,533.0,0
1072,CHICKEN,SCRATCH,2,19.0,0.0,0.3238580822944641,91.0,614.0,523.0,1
1074,CHICKEN,STING,1,11.0,0.0,0.3434071242809295,105.0,614.0,509.0,0
1075,CHICKEN,SWALLOW,1,58.0,0.0,0.6010138988494873,67.0,614.0,547.0,0
1076,CHICKEN,SWIM,1,6.0,0.0,0.3422857820987701,132.0,614.0,482.0,0
1078,CHICKEN,WOOD,1,19.0,0.0,0.3272809088230133,8.0,614.0,606.0,0
1079,CHICKEN,WOOL,3,3.0,0.0,0.4376079142093658,6.0,614.0,608.0,1
1080,CHICKEN,YEAR,4,19.0,0.0,0.3390660583972931,250.0,614.0,364.0,1
1083,CHOP,COVER,1,28.0,0.0,0.1916128695011139,53.0,555.0,502.0,0
1084,CHOP,DEER,1,36.0,0.0,0.2652335464954376,76.0,555.0,631.0,0
1085,CHOP,DEW,1,14.0,0.0,0.0954217985272407,23.0,555.0,578.0,0
1086,CHOP,DOUGH,1,52.0,0.0,0.2499989420175552,72.0,555.0,627.0,0
1087,CHOP,GREEN,1,92.0,0.0,0.1842255592346191,95.0,555.0,460.0,0
1088,CHOP,LOCK,1,11.0,0.0,0.2943228185176849,10.0,555.0,565.0,0
1089,CHOP,MURDER,2,64.0,0.0,0.2117002755403518,110.0,555.0,445.0,1
1090,CHOP,PIG,1,84.0,0.0,0.2253575026988983,59.0,555.0,614.0,0
1092,CHOP,SNAKE,1,28.0,0.0,0.2379618138074875,66.0,555.0,621.0,0
1093,CHOP,SPLIT,44,64.0,1.0,0.2100711613893509,138.0,555.0,417.0,1
1094,CHOP,SWELL,1,111.0,0.0,0.3222871720790863,144.0,555.0,411.0,0
1097,CHOP,THROW,2,53.0,0.0,0.2240689992904663,155.0,555.0,400.0,1
1098,CHOP,VOICE,1,42.0,0.0,0.1802782714366912,70.0,555.0,485.0,0
1099,CHOP,WATER,1,164.0,0.0,0.1311116516590118,61.0,555.0,616.0,0
1100,CHOP,WOUND,1,55.0,0.0,0.3073065876960754,6.0,555.0,561.0,0
1103,CHURCH,SCHOOL,1,50.0,4.0,0.5485228300094604,14.0,587.0,573.0,0
1104,CIRCLE,DARKNESS,1,28.0,0.0,0.4221171140670776,96.0,515.0,419.0,0
1105,CIRCLE,DOG,1,45.0,0.0,0.2847249805927276,95.0,515.0,610.0,0
1106,CIRCLE,EMBRACE,1,278.0,1.0,0.4289517700672149,66.0,515.0,449.0,0
1107,CIRCLE,EVENING,1,89.0,0.0,0.3682731986045837,76.0,515.0,439.0,0
1108,CIRCLE,FRUIT,2,5.0,0.0,0.3092230260372162,97.0,515.0,612.0,1
1109,CIRCLE,PILLOW,1,3.0,0.0,0.3779371976852417,98.0,515.0,613.0,0
1111,CIRCLE,RING,14,6.0,4.0,0.3874591886997223,78.0,515.0,593.0,1
1112,CIRCLE,WINDOW,1,17.0,0.0,0.4123049676418304,94.0,515.0,609.0,0
1113,CLAY,COUNTRY,3,29.0,0.0,0.4954161047935486,141.0,606.0,465.0,1
1115,CLAY,FLESH,2,53.0,0.0,0.4767206907272339,9.0,606.0,597.0,1
1116,CLAY,FOREST,1,61.0,0.0,0.5083276033401489,3.0,606.0,609.0,0
1117,CLAY,HEAD,1,177.0,0.0,0.4068571031093597,3.0,606.0,603.0,0
1118,CLAY,LAND,14,72.0,1.0,0.4944097697734833,2.0,606.0,604.0,1
1119,CLAY,LIGHTNING,1,27.0,0.0,0.3861640989780426,81.0,606.0,525.0,0
1120,CLAY,MUD,71,119.0,18.0,0.2943848967552185,1.0,606.0,605.0,1
1121,CLAY,POST,1,52.0,0.0,0.3871379494667053,73.0,606.0,533.0,0
1122,CLAY,POT,2,141.0,21.0,0.3305689990520477,22.0,606.0,584.0,1
1123,CLAY,REED,1,11.0,0.0,0.5366379022598267,42.0,606.0,564.0,0
1124,CLAY,SAND,3,141.0,3.0,0.4050809442996979,10.0,606.0,616.0,1
1125,CLAY,SAP,1,106.0,0.0,-0.0128424260765314,66.0,606.0,540.0,0
1126,CLAY,SLAVE,1,28.0,0.0,0.4463319480419159,67.0,606.0,539.0,0
1129,CLAY,THREAD,1,91.0,0.0,0.4793914556503296,1.0,606.0,607.0,0
1130,CLAY,VOICE,1,83.0,0.0,0.3622067868709564,121.0,606.0,485.0,0
1131,CLAY,WOOD,1,89.0,1.0,0.3983220160007477,0.0,606.0,606.0,0
1132,CLEVER,CUNNING,2,93.0,3.0,0.58022540807724,48.0,313.0,265.0,1
1133,CLEVER,FROG,1,75.0,0.0,0.4032802879810333,306.0,313.0,619.0,0
1134,CLEVER,MAGIC,1,52.0,0.0,0.3726837038993835,56.0,313.0,257.0,0
1135,CLEVER,ROPE,1,52.0,0.0,0.4027794599533081,295.0,313.0,608.0,0
1136,CLIFF,STRAIN,2,100.0,0.0,0.5951260924339294,253.0,591.0,338.0,1
1137,CLIFF,VALLEY,2,17.0,0.0,0.5614916682243347,16.0,591.0,575.0,1
1167,CLOTHES,COAT,14,3.0,1.0,0.4865201413631439,1.0,600.0,601.0,1
1168,CLOTHES,COTTON,1,112.0,1.0,0.5494602918624878,8.0,600.0,608.0,0
1169,CLOTHES,COVER,2,95.0,2.0,0.5347117185592651,98.0,600.0,502.0,1
1170,CLOTHES,DRESS,34,28.0,8.0,0.7397790551185608,5.0,600.0,595.0,1
1171,CLOTHES,ESCAPE,1,159.0,0.0,0.5044946074485779,259.0,600.0,341.0,0
1173,CLOTHES,FROG,1,64.0,0.0,0.3659093976020813,19.0,600.0,619.0,0
1175,CLOTHES,MEDICINE,1,117.0,0.0,0.5172575116157532,83.0,600.0,517.0,0
1177,CLOTHES,PART,1,120.0,0.0,0.3811756074428558,261.0,600.0,339.0,0
1180,CLOTHES,SHAME,1,173.0,0.0,0.5503349900245667,313.0,600.0,287.0,0
1181,CLOTHES,SHIRT,34,75.0,23.0,0.7269384264945984,16.0,600.0,616.0,1
1182,CLOTHES,SKIRT,6,64.0,1.0,0.7113824486732483,14.0,600.0,614.0,1
1183,CLOTHES,SPLIT,1,187.0,0.0,0.5542223453521729,183.0,600.0,417.0,0
1184,CLOTHES,VEIL,1,220.0,0.0,0.4043823480606079,40.0,600.0,560.0,0
1185,CLOTHES,WASH,1,8.0,2.0,0.2968305051326751,153.0,600.0,447.0,0
1186,CLOTHES,WATER,1,41.0,0.0,0.4947782456874847,16.0,600.0,616.0,0
1187,COAT,COLD,1,14.0,17.0,0.3970204889774322,144.0,601.0,457.0,0
1188,COAT,DRESS,3,25.0,0.0,0.499819666147232,6.0,601.0,595.0,1
1189,COAT,EMBRACE,1,295.0,0.0,0.4130276441574096,152.0,601.0,449.0,0
1190,COAT,MEDICINE,1,114.0,0.0,0.4066880345344543,84.0,601.0,517.0,0
1191,COAT,SHIRT,13,72.0,1.0,0.5387359857559204,15.0,601.0,616.0,1
1192,COAT,SKIRT,2,61.0,0.0,0.5349898338317871,13.0,601.0,614.0,1
1194,COAT,VALLEY,1,142.0,0.0,0.3166888654232025,26.0,601.0,575.0,0
1195,COAT,VEIL,1,217.0,0.0,0.3534232974052429,41.0,601.0,560.0,0
1196,COFFEE,FRUIT,1,73.0,0.0,0.6142288446426392,1.0,613.0,612.0,0
1197,COFFEE,PLAIN,1,69.0,0.0,0.451438844203949,187.0,613.0,426.0,0
1200,COLD,CURE,1,167.0,0.0,0.3012992739677429,105.0,457.0,352.0,0
1201,COLD,DEW,2,148.0,1.0,0.2784080505371094,121.0,457.0,578.0,1
1202,COLD,DOG,1,14.0,0.0,0.4599232375621795,153.0,457.0,610.0,0
1203,COLD,DUCK,1,19.0,0.0,0.4628972113132477,149.0,457.0,606.0,0
1204,COLD,EDGE,1,125.0,0.0,0.2704138457775116,8.0,457.0,465.0,0
1205,COLD,FEVER,4,175.0,0.0,0.5302271246910095,35.0,457.0,492.0,1
1206,COLD,FROST,14,81.0,0.0,0.4899558126926422,151.0,457.0,608.0,1
1208,COLD,ICE,4,78.0,15.0,0.2350216954946518,164.0,457.0,621.0,1
1209,COLD,JUMP,1,39.0,0.0,0.3708331286907196,8.0,457.0,449.0,0
1210,COLD,LIFT,1,128.0,0.0,0.2872838377952575,4.0,457.0,461.0,0
1213,COLD,MOUNTAIN,1,100.0,0.0,0.4327778816223144,159.0,457.0,616.0,0
1214,COLD,MOUSE,1,59.0,0.0,0.4207115769386291,167.0,457.0,624.0,0
1215,COLD,PAINTING,1,75.0,0.0,0.3818732798099518,158.0,457.0,615.0,0
1216,COLD,RAKE,1,153.0,0.0,0.387309193611145,140.0,457.0,597.0,0
1217,COLD,SAND,1,34.0,0.0,0.3377287983894348,159.0,457.0,616.0,0
1218,COLD,SCHOOL,1,45.0,0.0,0.3710770606994629,116.0,457.0,573.0,0
1219,COLD,SCRATCH,1,86.0,0.0,0.3618354797363281,66.0,457.0,523.0,0
1220,COLD,SKIRT,1,75.0,0.0,0.4197747111320495,157.0,457.0,614.0,0
1221,COLD,SPLIT,1,198.0,0.0,0.4687333106994629,40.0,457.0,417.0,0
1223,COLD,WALK,2,23.0,0.0,0.406952291727066,5.0,457.0,452.0,1
