Unnamed: 0,concept_1,concept_2,colexification_count,age_acquisition_diff,assoc,Word2Vec_similarity
500,BITE,SWELL,1,214.0,0.0,0.43185144662857056
502,BITE,THROW,1,50.0,0.0,0.3721826672554016
503,BITE,TRY,3,15.0,0.0,0.3350682258605957
504,BITE,TURN,1,19.0,0.0,0.34645843505859375
506,BITE,VILLAGE,6,103.0,0.0,0.2994269132614136
507,BITE,WALK,4,8.0,0.0,0.3248597979545593
508,BITE,WASH,4,28.0,0.0,0.20151594281196594
509,BITE,YEAR,9,55.0,0.0,0.3046512007713318
510,BLAME,CAUSE,1,80.0,2.0,0.5014296174049377
511,BLAME,CRIME,2,55.0,0.0,0.39723533391952515
512,BLAME,CURSE,1,122.0,1.0,0.6596564650535583
513,BLAME,GUESS,1,36.0,0.0,0.35615384578704834
515,BLAME,PUNISHMENT,2,14.0,1.0,0.6385364532470703
516,BLAME,REGRET,1,100.0,0.0,0.7229410409927368
517,BLAME,SHAME,1,39.0,16.0,0.6551178693771362
518,BLAME,SUSPECT,2,144.0,0.0,0.5223941206932068
519,BLAME,THROW,1,64.0,0.0,0.639112114906311
520,BLAME,WRONG,1,84.0,5.0,0.6356143355369568
521,BLANKET,CLOTHES,2,17.0,0.0,0.6448091268539429
522,BLANKET,COAT,2,14.0,0.0,0.49349161982536316
523,BLANKET,COVER,1,78.0,21.0,0.5582436919212341
524,BLANKET,DEER,2,70.0,0.0,0.40392354130744934
525,BLANKET,RUG,17,22.0,0.0,0.37158796191215515
526,BLANKET,VEIL,1,203.0,0.0,0.46027010679244995
527,BLANKET,WOOL,1,36.0,7.0,0.4260026216506958
528,BLANKET,WOUND,2,161.0,0.0,0.6528115272521973
529,BLOOD,BODY,1,14.0,2.0,0.40480172634124756
530,BLOOD,CHOP,1,64.0,0.0,0.22963477671146393
531,BLOOD,CLAY,1,105.0,0.0,0.3863784074783325
532,BLOOD,COTTON,1,53.0,0.0,0.38633573055267334
533,BLOOD,DANGER,1,47.0,0.0,0.43403658270835876
534,BLOOD,DOG,2,84.0,0.0,0.4640505015850067
535,BLOOD,DOOR,1,39.0,0.0,0.4540288746356964
536,BLOOD,EDGE,1,55.0,0.0,0.2084752321243286
537,BLOOD,ESCAPE,1,100.0,0.0,0.4976312518119812
539,BLOOD,FRUIT,2,34.0,0.0,0.36104756593704224
540,BLOOD,GROUND,1,5.0,0.0,0.5028818249702454
541,BLOOD,HEAD,2,72.0,0.0,0.45567449927330017
542,BLOOD,HEART,4,28.0,1.0,0.4958761930465698
543,BLOOD,HILL,1,3.0,0.0,0.3575983941555023
544,BLOOD,HOLD,1,14.0,0.0,0.31185588240623474
545,BLOOD,HUNGER,1,22.0,0.0,0.5062718987464905
546,BLOOD,INSECT,1,30.0,0.0,0.5271454453468323
547,BLOOD,IRON,1,28.0,2.0,0.4201156497001648
548,BLOOD,LAW,1,130.0,0.0,0.46604493260383606
549,BLOOD,LIVER,12,100.0,0.0,0.5605223178863525
550,BLOOD,LOCK,1,75.0,0.0,0.3442187011241913
551,BLOOD,MOTHER,1,109.0,0.0,0.38603124022483826
552,BLOOD,MURDER,2,128.0,2.0,0.49819493293762207
554,BLOOD,NIGHT,22,31.0,0.0,0.5564954876899719
555,BLOOD,NUMBER,1,14.0,0.0,0.4290481507778168
556,BLOOD,OATH,1,155.0,0.0,0.27555277943611145
557,BLOOD,OTTER,1,130.0,0.0,0.334749311208725
558,BLOOD,PIG,1,20.0,0.0,0.33749526739120483
560,BLOOD,REFUSE,1,141.0,0.0,0.39338186383247375
561,BLOOD,SALT,4,20.0,0.0,0.3082290291786194
562,BLOOD,SAP,28,211.0,0.0,-0.029484907165169716
564,BLOOD,SONG,2,11.0,0.0,0.4388350546360016
565,BLOOD,STRAIN,1,169.0,0.0,0.5175763368606567
566,BLOOD,STRENGTH,1,72.0,1.0,0.46626755595207214
567,BLOOD,SUN,1,72.0,0.0,0.3343464434146881
568,BLOOD,SWEEP,2,28.0,0.0,0.37442225217819214
570,BLOOD,WALK,3,47.0,0.0,0.47040584683418274
571,BLOOD,WASH,2,67.0,0.0,0.2952037751674652
572,BLOOD,WATER,6,100.0,3.0,0.5499504208564758
573,BLOOD,WOMAN,2,5.0,0.0,0.3739185631275177
574,BLOOD,WOOD,1,16.0,0.0,0.28303706645965576
575,BLOOD,WRONG,1,9.0,0.0,0.3767530620098114
576,BLOOD,YEAR,10,16.0,0.0,0.38699930906295776
578,BOAST,COVER,1,89.0,0.0,0.41466668248176575
579,BOAST,DECEIT,1,141.0,0.0,0.45110389590263367
580,BOAST,EMBRACE,1,114.0,0.0,0.39771702885627747
582,BOAST,FIGHT,1,117.0,0.0,0.4122335612773895
585,BOAST,HOLD,1,111.0,0.0,0.2925127148628235
586,BOAST,INCREASE,1,41.0,0.0,0.522899866104126
587,BOAST,JUMP,1,156.0,0.0,0.4560430347919464
588,BOAST,LIFT,1,67.0,0.0,0.42692461609840393
589,BOAST,LOOK,1,153.0,0.0,0.3607217073440552
590,BOAST,MALE,1,5.0,0.0,0.24723340570926666
591,BOAST,ORDER,1,34.0,0.0,0.30538302659988403
592,BOAST,REFUSE,1,16.0,0.0,0.3414002060890198
593,BOAST,REPAIR,1,3.0,0.0,0.4321229159832001
594,BOAST,SCRATCH,1,109.0,0.0,0.2158845067024231
595,BOAST,SHIVER,4,70.0,0.0,0.2188759297132492
596,BOAST,SPLIT,1,3.0,0.0,0.4467078745365143
597,BOAST,STRAIN,1,44.0,0.0,0.4494233727455139
598,BOAST,SWEEP,1,97.0,0.0,0.47011783719062805
599,BOAST,SWELL,1,50.0,0.0,0.418866366147995
600,BOAST,THROW,1,114.0,0.0,0.41742584109306335
601,BOAST,TRY,1,149.0,0.0,0.31139975786209106
602,BOAST,TURN,1,145.0,0.0,0.4095098078250885
604,BOAST,WALK,1,172.0,0.0,0.2845049798488617
605,BOAST,WASH,1,192.0,0.0,0.26959437131881714
606,BODY,BUNCH,1,50.0,0.0,0.4118746221065521
608,BODY,BUTTER,1,61.0,0.0,0.42075115442276
609,BODY,CLOTHES,1,73.0,2.0,0.4930373728275299
610,BODY,DOG,1,98.0,0.0,0.4261963367462158
611,BODY,DRINK,3,56.0,0.0,0.37713560461997986
612,BODY,EDGE,1,41.0,0.0,0.17517800629138947
613,BODY,FAMILY,1,13.0,0.0,0.43600553274154663
615,BODY,FEVER,1,91.0,0.0,0.4198542535305023
616,BODY,FLESH,74,144.0,4.0,0.492731511592865
617,BODY,FRUIT,1,48.0,0.0,0.4274921715259552
618,BODY,HEAD,1,86.0,4.0,0.45753762125968933
620,BODY,HUNTER,1,75.0,0.0,0.3593745231628418
622,BODY,MOTHER,1,123.0,0.0,0.4080202579498291
623,BODY,NOSE,3,61.0,0.0,0.43083083629608154
624,BODY,PART,1,47.0,2.0,0.35101354122161865
625,BODY,PEOPLE,1,14.0,0.0,0.35391509532928467
626,BODY,POT,1,50.0,0.0,0.3523029685020447
627,BODY,ROAD,2,61.0,0.0,0.37860167026519775
628,BODY,ROPE,1,14.0,0.0,0.38604822754859924
629,BODY,SALT,1,34.0,0.0,0.26525652408599854
630,BODY,SELF,2,61.0,1.0,0.39811021089553833
631,BODY,SHOULDER,1,3.0,0.0,0.4617660939693451
632,BODY,SPIRIT,1,122.0,3.0,0.23654094338417053
633,BODY,STATUE,1,139.0,0.0,0.4597654342651367
634,BODY,SUN,1,86.0,0.0,0.2925678491592407
635,BODY,WAIST,3,58.0,0.0,0.4768266975879669
636,BODY,WASH,1,81.0,2.0,0.32309767603874207
637,BODY,WHOLE,3,22.0,1.0,0.4228309094905853
638,BODY,WOOL,1,20.0,0.0,0.3479098379611969
639,BODY,YEAR,1,2.0,0.0,0.3410317897796631
652,BOOK,DEW,1,117.0,0.0,0.16348540782928467
653,BOOK,DUCK,1,50.0,0.0,0.48963433504104614
654,BOOK,LETTER,38,42.0,0.0,0.32760992646217346
655,BOOK,LOOK,1,11.0,1.0,0.49147728085517883
656,BOOK,MARKET,1,114.0,0.0,0.4717129170894623
657,BOOK,MONEY,1,33.0,0.0,0.5393391251564026
658,BOOK,NEWSPAPER,2,78.0,0.0,0.4847555458545685
659,BOOK,PAPER,67,15.0,9.0,0.5357081294059753
660,BOOK,ROOM,1,30.0,0.0,0.5372772216796875
661,BOOK,SALT,1,19.0,0.0,0.34033045172691345
662,BOOK,SNAKE,1,75.0,0.0,0.5238853096961975
663,BOOK,SWALLOW,1,94.0,0.0,0.5479146838188171
664,BOOT,BUNCH,2,66.0,0.0,0.37906205654144287
665,BOOT,ELECTION,1,277.0,0.0,0.25314226746559143
666,BOOT,ICE,1,10.0,0.0,0.09353891015052795
667,BOOT,POUND,1,57.0,0.0,0.38364505767822266
668,BOOT,STATUE,1,155.0,0.0,0.38605305552482605
669,BORDER,BOUNDARY,13,55.0,11.0,0.5896020531654358
670,BORDER,EDGE,4,109.0,24.0,0.1539033055305481
671,BORDER,LINE,1,142.0,19.0,0.3964788019657135
672,BORDER,MOUSE,1,175.0,0.0,0.41313037276268005
673,BORDER,PIG,1,184.0,0.0,0.2861068546772003
674,BORDER,WOOD,1,148.0,0.0,0.2767186760902405
675,BOUNDARY,CHICKEN,1,222.0,0.0,0.5946487784385681
676,BOUNDARY,COUNTRY,4,143.0,10.0,0.52906334400177
677,BOUNDARY,EDGE,22,164.0,25.0,0.3173169791698456
678,BOUNDARY,ELEPHANT,1,250.0,0.0,0.672380268573761
679,BOUNDARY,LINE,1,197.0,27.0,0.5136072039604187
680,BOUNDARY,PAINTING,1,214.0,0.0,0.5686733722686768
681,BOUNDARY,PART,1,158.0,0.0,0.48913344740867615
682,BOUNDARY,PIG,1,239.0,0.0,0.40909427404403687
683,BOUNDARY,PITY,1,119.0,0.0,0.5182995796203613
684,BOUNDARY,PORT,1,100.0,0.0,0.455929696559906
685,BOUNDARY,YEAR,2,203.0,0.0,0.4561191201210022
686,BOW,BRANCH,1,32.0,1.0,0.4289087653160095
688,BOW,CHEEK,1,4.0,0.0,0.4148716628551483
689,BOW,CIRCLE,2,57.0,0.0,0.2996126115322113
690,BOW,DEER,1,10.0,0.0,0.4262024164199829
691,BOW,DOOR,1,57.0,0.0,0.29164236783981323
692,BOW,DRINK,2,60.0,0.0,0.2706751823425293
693,BOW,ELEPHANT,1,49.0,0.0,0.41175422072410583
694,BOW,ENEMY,1,96.0,0.0,0.4035939574241638
695,BOW,EXCHANGE,1,172.0,0.0,0.403790146112442
696,BOW,FACE,8,105.0,0.0,0.389554888010025
698,BOW,FOREST,1,26.0,0.0,0.40593940019607544
699,BOW,FROG,2,13.0,0.0,0.38758280873298645
700,BOW,GRANDFATHER,1,57.0,0.0,0.25109201669692993
701,BOW,GUN,3,43.0,0.0,0.41317498683929443
702,BOW,HEN,1,52.0,0.0,0.42016735672950745
703,BOW,KICK,1,43.0,0.0,0.3755175471305847
704,BOW,LINE,1,4.0,0.0,0.35078832507133484
706,BOW,NOSE,2,65.0,0.0,0.3805938959121704
707,BOW,ONION,2,15.0,0.0,0.3895939290523529
708,BOW,SCRATCH,1,2.0,0.0,0.20581495761871338
709,BOW,SNAKE,1,18.0,0.0,0.40543025732040405
710,BOW,SONG,1,29.0,0.0,0.36749836802482605
711,BOW,SUMMER,5,18.0,0.0,0.4470396041870117
712,BOW,SWEEP,1,10.0,0.0,0.41736894845962524
714,BOW,VILLAGE,1,46.0,0.0,0.2641417384147644
715,BOW,WALK,1,65.0,0.0,0.40299755334854126
716,BOW,WAR,3,43.0,0.0,0.2652313709259033
717,BOW,WATER,1,118.0,0.0,0.3738749623298645
718,BOW,WINDOW,1,40.0,0.0,0.3632790446281433
719,BOWL,EMBRACE,1,236.0,0.0,0.42903923988342285
720,BOWL,HALF,1,11.0,0.0,0.42592668533325195
721,BOWL,HEAVEN,1,16.0,0.0,0.5158919095993042
723,BOWL,KETTLE,1,18.0,0.0,0.5647246241569519
724,BOWL,LAMP,1,27.0,0.0,0.21399307250976562
725,BOWL,MOUNTAIN,1,27.0,0.0,0.5366880297660828
726,BOWL,POT,10,39.0,2.0,0.33402836322784424
727,BOWL,SPOON,2,70.0,13.0,0.5255069732666016
728,BOWL,YEAR,1,13.0,0.0,0.3958202600479126
732,BOX,DOOR,1,22.0,0.0,0.3946990966796875
733,BOX,FROST,1,72.0,0.0,0.33906424045562744
734,BOX,LOVE,1,111.0,0.0,0.42200398445129395
735,BOX,STING,1,69.0,0.0,0.35847562551498413
736,BRAIN,CALL,1,122.0,0.0,0.3219504952430725
737,BRAIN,CLEVER,1,14.0,4.0,0.39875876903533936
738,BRAIN,DARKNESS,1,105.0,0.0,0.420640766620636
739,BRAIN,DEW,1,16.0,0.0,0.2636694312095642
741,BRAIN,GRANDFATHER,1,133.0,0.0,0.32334932684898376
742,BRAIN,HEAD,8,166.0,19.0,0.4409659504890442
743,BRAIN,INSECT,1,64.0,0.0,0.4411924183368683
744,BRAIN,INTENTION,1,134.0,0.0,0.33846381306648254
745,BRAIN,MOTHER,1,203.0,0.0,0.3543015420436859
747,BRAIN,PILLOW,1,130.0,0.0,0.3867362141609192
748,BRAIN,REED,1,22.0,0.0,0.3508185148239136
749,BRAIN,REGRET,1,81.0,0.0,0.421899676322937
750,BRAIN,SAP,2,117.0,0.0,0.10816361755132675
751,BRAIN,SKIRT,1,89.0,0.0,0.39544904232025146
752,BRAIN,VILLAGE,3,30.0,0.0,0.362518310546875
753,BRANCH,CHEEK,1,36.0,0.0,0.5234763026237488
754,BRANCH,GARDEN,1,117.0,0.0,0.5589449405670166
755,BRANCH,GRAPE,1,6.0,0.0,0.5186015963554382
756,BRANCH,HARE,1,22.0,0.0,0.4893062114715576
757,BRANCH,HEAD,1,122.0,0.0,0.4148719608783722
759,BRANCH,PLAY,1,111.0,0.0,0.3911975026130676
760,BRANCH,SCRATCH,1,34.0,0.0,0.20188993215560913
761,BRANCH,SPLIT,1,78.0,1.0,0.45893949270248413
762,BRANCH,SPOON,1,117.0,0.0,0.44965165853500366
763,BRANCH,SUN,4,122.0,0.0,0.31712931394577026
764,BRANCH,SWELL,1,125.0,0.0,0.46025487780570984
765,BRANCH,SWORD,1,39.0,0.0,0.3518823981285095
766,BRANCH,THIEF,1,19.0,0.0,0.4554864466190338
767,BRANCH,WALK,1,97.0,0.0,0.42905962467193604
768,BRANCH,WAR,1,11.0,0.0,0.24120661616325378
769,BREAKFAST,DAWN,1,117.0,0.0,0.32637253403663635
770,BREAKFAST,LUNCH,11,42.0,17.0,0.7504088282585144
771,BREAKFAST,MARKET,1,95.0,0.0,0.4816133677959442
772,BREAKFAST,WRONG,1,11.0,0.0,0.3863844871520996
773,BREATH,FINISH,1,31.0,0.0,0.5713425278663635
774,BREATH,HARE,1,50.0,1.0,0.6528657674789429
775,BREATH,HEART,1,50.0,2.0,0.5815768837928772
776,BREATH,SONG,1,89.0,0.0,0.5878220796585083
777,BREATH,SPIRIT,15,58.0,0.0,0.3144502341747284
778,BRICK,CLAY,3,97.0,5.0,0.3431923985481262
779,BRICK,DOOR,1,47.0,0.0,0.36919501423835754
781,BRICK,HALF,1,6.0,0.0,0.27037620544433594
782,BRICK,HEAVEN,1,11.0,0.0,0.37831443548202515
783,BRICK,LAND,1,25.0,0.0,0.3380688428878784
784,BRICK,LOVE,1,42.0,0.0,0.3487488627433777
785,BRICK,MOTHER,1,117.0,0.0,0.2685113549232483
787,BRICK,WHEAT,1,125.0,0.0,0.27912309765815735
788,BRICK,WOOD,1,8.0,0.0,0.2735845148563385
789,BRIDGE,DITCH,1,3.0,0.0,0.4642176330089569
790,BRIDGE,DOOR,1,75.0,0.0,0.37649232149124146
791,BRIDGE,EGG,1,103.0,0.0,0.379311740398407
792,BRIDGE,FRUIT,1,70.0,0.0,0.39678680896759033
793,BRIDGE,GARDEN,1,103.0,0.0,0.4214164912700653
794,BRIDGE,HAIL,2,65.0,0.0,0.4178602397441864
795,BRIDGE,JUMP,1,67.0,0.0,0.42600715160369873
796,BRIDGE,MALE,1,94.0,0.0,0.3527575135231018
798,BRIDGE,OTTER,1,94.0,0.0,0.42131367325782776
800,BRIDGE,PORT,3,83.0,0.0,0.44659069180488586
801,BRIDGE,POT,1,72.0,0.0,0.2797911465167999
802,BRIDGE,REED,1,80.0,0.0,0.33389052748680115
803,BRIDGE,RYE,1,211.0,0.0,0.3223631680011749
804,BRIDGE,SALT,1,56.0,0.0,0.29438549280166626
805,BRIDGE,SAND,1,72.0,0.0,0.407869428396225
806,BRIDGE,TAX,1,180.0,0.0,0.36925867199897766
807,BRIDGE,THREAD,1,22.0,0.0,0.4402933418750763
808,BRIDGE,THROW,3,25.0,0.0,0.42246949672698975
809,BRIDGE,WHEAT,4,97.0,0.0,0.36485061049461365
810,BROTHER,BUSH,1,37.0,0.0,0.4734318256378174
811,BROTHER,COUSIN,36,59.0,3.0,0.6732300519943237
812,BROTHER,FAMILY,1,61.0,23.0,0.5811548233032227
813,BROTHER,GRANDFATHER,1,5.0,0.0,0.5808626413345337
814,BROTHER,GUARD,1,125.0,0.0,0.41385287046432495
815,BROTHER,HEAD,1,38.0,0.0,0.46114581823349
817,BROTHER,LOOK,1,6.0,0.0,0.39993050694465637
818,BROTHER,NOSE,1,13.0,0.0,0.4567517936229706
819,BROTHER,PART,2,95.0,0.0,0.38258785009384155
821,BROTHER,SECOND,1,70.0,0.0,0.5567007660865784
823,BROTHER,SNAKE,1,70.0,0.0,0.5672481656074524
824,BROTHER,SONG,1,23.0,0.0,0.5146029591560364
825,BROTHER,UNCLE,20,27.0,1.0,0.38146036863327026
826,BROTHER,VOICE,1,56.0,0.0,0.4348820447921753
827,BROTHER,WIN,1,50.0,0.0,0.40558546781539917
828,BRUSH,CART,3,44.0,0.0,0.16009336709976196
829,BRUSH,COTTON,1,92.0,0.0,0.5029816627502441
830,BRUSH,DYE,1,178.0,0.0,0.5938204526901245
832,BRUSH,GRANDMOTHER,1,6.0,0.0,0.3938453495502472
834,BRUSH,PAINTING,1,44.0,1.0,0.5529178977012634
835,BRUSH,PEPPER,1,55.0,0.0,0.5735859870910645
836,BRUSH,RING,1,6.0,0.0,0.4388270974159241
837,BRUSH,ROOM,1,30.0,0.0,0.564156174659729
838,BRUSH,SAW,1,55.0,0.0,0.2558423578739166
839,BRUSH,SKIRT,1,44.0,0.0,0.6318186521530151
840,BRUSH,SWEEP,3,67.0,3.0,0.5174664855003357
841,BRUSH,WASH,1,28.0,0.0,0.31407907605171204
842,BRUSH,WOOL,1,33.0,0.0,0.47616690397262573
843,BUD,CLIFF,2,9.0,0.0,0.3960324227809906
844,BUD,COPPER,2,97.0,0.0,0.30288153886795044
845,BUD,GREEN,1,106.0,5.0,0.36649078130722046
847,BUNCH,FOREST,1,20.0,0.0,0.398459255695343
848,BUNCH,FRUIT,3,98.0,3.0,0.5440980792045593
849,BUNCH,GRAPE,9,20.0,3.0,0.5765330195426941
850,BUNCH,HEAD,1,136.0,0.0,0.44548138976097107
851,BUNCH,HONEY,1,31.0,5.0,0.5129150748252869
852,BUNCH,HUNGER,1,42.0,0.0,0.46546605229377747
854,BUNCH,SEASON,1,11.0,0.0,0.41583043336868286
855,BUNCH,SWEEP,1,36.0,0.0,0.4882214665412903
856,BUNCH,TOE,1,123.0,0.0,0.31872081756591797
857,BUNCH,TOUCH,1,48.0,0.0,0.43604519963264465
858,BUNCH,VINE,7,108.0,0.0,0.2526562511920929
859,BUNCH,WHEAT,2,69.0,1.0,0.40653952956199646
860,BUNCH,WOOD,1,48.0,0.0,0.3211938142776489
862,BURN,DOG,3,48.0,0.0,0.4024340510368347
863,BURN,EYE,6,50.0,0.0,0.42696020007133484
865,BURN,INSECT,1,66.0,0.0,0.5101723074913025
867,BURN,SELF,1,111.0,0.0,0.4187992215156555
890,BUSH,COUNTRY,1,73.0,0.0,0.46238431334495544
891,BUSH,FOREST,32,41.0,2.0,0.34943845868110657
892,BUSH,GARDEN,3,70.0,4.0,0.3506850600242615
893,BUSH,GROUND,1,2.0,0.0,0.40890729427337646
894,BUSH,HILL,1,0.0,0.0,0.5437442064285278
895,BUSH,LAND,2,30.0,0.0,0.42797645926475525
896,BUSH,MOUNTAIN,3,27.0,0.0,0.3668908178806305
897,BUSH,NIGHT,1,34.0,0.0,0.3553280532360077
898,BUSH,SHOULDER,1,8.0,0.0,0.41762953996658325
899,BUSH,VILLAGE,1,61.0,0.0,0.3242124617099762
900,BUTTER,CHEESE,3,5.0,5.0,0.6136049628257751
901,BUTTER,CHOP,1,111.0,0.0,0.19874851405620575
903,BUTTER,FLESH,1,205.0,0.0,0.5982281565666199
904,BUTTER,ISLAND,1,83.0,0.0,0.3522515892982483
906,BUTTER,SHIP,1,43.0,0.0,0.30646347999572754
907,BUTTER,SPLIT,1,175.0,0.0,0.4483462870121002
908,BUTTER,SUMMER,1,47.0,0.0,0.5053713321685791
909,BUTTER,THROW,1,58.0,0.0,0.5437885522842407
910,BUTTER,TOBACCO,1,160.0,0.0,0.44740283489227295
911,BUTTER,WASH,1,20.0,0.0,0.29783159494400024
912,BUTTON,EYE,1,25.0,0.0,0.46169576048851013
913,BUTTON,LIVER,1,161.0,0.0,0.6282939910888672
915,BUTTON,NOSE,1,14.0,6.0,0.5518822073936462
916,BUTTON,SWEEP,1,89.0,0.0,0.5118585824966431
917,BUTTON,TAX,1,277.0,0.0,0.47669774293899536
918,CALL,CURSE,1,225.0,0.0,0.5158980488777161
919,CALL,DYE,1,167.0,0.0,0.4188116490840912
920,CALL,ENVY,1,206.0,0.0,0.2434672862291336
921,CALL,FIGHT,1,36.0,0.0,0.47100207209587097
922,CALL,GREEN,1,0.0,0.0,0.4682062566280365
923,CALL,HEAVEN,1,47.0,0.0,0.4964441955089569
924,CALL,HOLD,2,42.0,0.0,0.44717201590538025
926,CALL,HOWL,3,44.0,1.0,0.2816251516342163
927,CALL,LIFT,1,86.0,0.0,0.3067592978477478
928,CALL,PART,1,89.0,0.0,0.42338499426841736
929,CALL,PIG,2,8.0,0.0,0.38506269454956055
930,CALL,POT,1,8.0,0.0,0.42619532346725464
931,CALL,REFUSE,1,169.0,0.0,0.48695242404937744
932,CALL,SHIRT,1,44.0,0.0,0.5270945429801941
935,CALL,SUSPECT,1,247.0,0.0,0.4993247091770172
936,CALL,THROW,1,39.0,0.0,0.5202862620353699
937,CALL,TRY,1,4.0,0.0,0.4190545976161957
938,CALL,VOICE,1,50.0,0.0,0.4736453592777252
939,CALL,WAIST,1,100.0,0.0,0.45274314284324646
940,CALL,WALK,1,19.0,0.0,0.5576502680778503
942,CAMP,LAND,1,22.0,1.0,0.5165532827377319
945,CAMP,PLAIN,1,53.0,0.0,0.5057035684585571
946,CAMP,VILLAGE,1,9.0,0.0,0.5028529763221741
947,CANOE,CART,2,136.0,0.0,0.17393255233764648
949,CANOE,GARDEN,1,208.0,0.0,0.4503978490829468
950,CANOE,HEAD,1,213.0,0.0,0.34075304865837097
951,CANOE,PAPER,1,165.0,0.0,0.4207301735877991
952,CANOE,POCKET,1,166.0,0.0,0.4644869267940521
954,CANOE,ROPE,2,113.0,0.0,0.3158888518810272
955,CANOE,SHIP,11,145.0,1.0,0.35134270787239075
956,CANOE,SPLIT,2,13.0,0.0,0.3906325697898865
957,CANOE,SWELL,1,34.0,0.0,0.4730667173862457
958,CANOE,SWIM,1,138.0,1.0,0.4346211552619934
959,CANOE,WATER,1,241.0,27.0,0.42780235409736633
960,CANOE,YEAR,1,125.0,0.0,0.2241417020559311
961,CAR,CART,5,61.0,1.0,0.20244218409061432
963,CAR,FEVER,1,161.0,0.0,0.3071550130844116
964,CAR,HELL,1,117.0,0.0,0.190139502286911
965,CAR,IRON,2,84.0,0.0,0.3139265477657318
966,CAR,TOOL,1,103.0,0.0,0.28442680835723877
967,CART,CIRCLE,1,44.0,0.0,0.07767792046070099
968,CART,DEER,1,23.0,0.0,0.13442105054855347
969,CART,IRON,1,23.0,0.0,0.1391896903514862
970,CART,JAW,1,103.0,0.0,0.14781031012535095
971,CART,POCKET,1,30.0,0.0,0.13395661115646362
972,CART,ROAD,1,52.0,0.0,0.15486694872379303
973,CART,SNAKE,1,31.0,0.0,0.1438467800617218
975,CART,TOOL,1,42.0,0.0,0.1303098201751709
976,CART,TRY,1,29.0,0.0,0.020542308688163757
977,CATTLE,CHOP,1,56.0,0.0,0.1668601781129837
978,CATTLE,FACE,1,95.0,0.0,0.3806832432746887
979,CATTLE,FAMILY,1,19.0,0.0,0.41251519322395325
980,CATTLE,FLESH,1,150.0,0.0,0.46434634923934937
981,CATTLE,FOX,1,22.0,0.0,0.07301315665245056
982,CATTLE,HEART,1,20.0,0.0,0.4099910855293274
983,CATTLE,HONEY,1,25.0,0.0,0.5269185900688171
985,CATTLE,MALE,1,122.0,0.0,0.32604530453681946
986,CATTLE,MONEY,7,14.0,1.0,0.42351382970809937
987,CATTLE,OX,10,68.0,1.0,0.3782491385936737
989,CATTLE,SALT,1,28.0,0.0,0.2096768617630005
990,CATTLE,SOLDIER,1,14.0,0.0,0.31400319933891296
991,CATTLE,SONG,2,19.0,0.0,0.38417309522628784
992,CATTLE,SWELL,1,167.0,0.0,0.4898533225059509
993,CATTLE,TAX,3,208.0,0.0,0.42560872435569763
994,CATTLE,THROW,1,3.0,0.0,0.46784162521362305
995,CATTLE,WINDOW,1,30.0,0.0,0.4772386848926544
996,CATTLE,WOOD,1,8.0,0.0,0.20807099342346191
997,CATTLE,WOOL,11,14.0,0.0,0.58954256772995
998,CAUSE,FINISH,1,108.0,0.0,0.46027466654777527
999,CAUSE,FRUIT,1,189.0,0.0,0.44335103034973145
1000,CAUSE,HOLD,1,141.0,0.0,0.31192266941070557
1001,CAUSE,INTENTION,4,73.0,0.0,0.47084617614746094
1002,CAUSE,LAW,1,25.0,0.0,0.4519973695278168
1004,CAUSE,MEDICINE,8,97.0,0.0,0.4948709309101105
1005,CAUSE,OMEN,1,150.0,0.0,0.306502103805542
1006,CAUSE,OX,1,79.0,0.0,0.1255965530872345
1007,CAUSE,POST,4,102.0,0.0,0.34682968258857727
1009,CAUSE,ROAD,1,202.0,0.0,0.47373002767562866
1010,CAUSE,TEACHER,1,161.0,0.0,0.43122541904449463
1011,CHAIN,FAMILY,1,31.0,1.0,0.41874101758003235
1012,CHAIN,HUNGER,2,36.0,0.0,0.38956230878829956
1013,CHAIN,IRON,1,30.0,3.0,0.35427477955818176
1014,CHAIN,JEWEL,1,19.0,0.0,0.3921780288219452
1015,CHAIN,LIGHTNING,1,20.0,1.0,0.4050336480140686
1016,CHAIN,OMEN,1,247.0,0.0,0.28265827894210815
1017,CHAIN,ROPE,2,30.0,4.0,0.33770492672920227
1018,CHAIN,SAP,1,153.0,0.0,0.011611494235694408
1019,CHAIN,THREAD,1,44.0,0.0,0.49181053042411804
1020,CHAIN,WASH,1,125.0,0.0,0.25565728545188904
1021,CHAIN,WOUND,2,61.0,0.0,0.4517819583415985
1022,CHARACTER,LETTER,4,208.0,10.0,0.3493100702762604
1023,CHEEK,COUNTRY,1,62.0,0.0,0.43613314628601074
1024,CHEEK,COVER,1,22.0,0.0,0.526887059211731
1025,CHEEK,CROW,1,41.0,0.0,0.46678414940834045
1026,CHEEK,CRUSH,1,72.0,0.0,0.4732837975025177
1027,CHEEK,EGG,1,81.0,0.0,0.4496442675590515
1028,CHEEK,FACE,20,101.0,38.0,0.4238433241844177
1030,CHEEK,FOREST,1,30.0,0.0,0.4706633388996124
1031,CHEEK,GRANDFATHER,7,53.0,0.0,0.46354037523269653
1032,CHEEK,GRAVE,2,72.0,0.0,0.4791583716869354
1033,CHEEK,HEART,1,14.0,0.0,0.4558553695678711
1034,CHEEK,HONEY,1,19.0,0.0,0.6128982901573181
1036,CHEEK,JAW,33,94.0,3.0,0.43263277411460876
